********************************************************************************
product = Open Liberty 22.0.0.1 (wlp-1.0.60.cl220120220103-1900)
wlp.install.dir = D:/Facultate/Java/demo/target/liberty/wlp/
java.home = C:\Program Files\Java\jdk-17.0.1
java.version = 17.0.1
java.runtime = Java(TM) SE Runtime Environment (17.0.1+12-LTS-39)
os = Windows 10 (10.0; amd64) (en_US)
process = 4620@DESKTOP-EQQIBCR
********************************************************************************
[1/19/22, 22:46:53:612 EET] 00000029 bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: The demo application is using the loose application definition at the D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\apps\demo.war.xml location.
[1/19/22, 22:46:53:670 EET] 0000002e com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:46:54:863 EET] 00000029 io.openliberty.microprofile.openapi20.ApplicationProcessor   I CWWKO1660I: The application demo was processed and an OpenAPI document was produced.
[1/19/22, 22:46:55:518 EET] 00000029 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: demo.
[1/19/22, 22:46:55:518 EET] 00000029 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module demo has been bound to default_host.
[1/19/22, 22:46:55:518 EET] 00000029 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9080/
[1/19/22, 22:46:55:520 EET] 0000002c com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/
[1/19/22, 22:46:55:520 EET] 0000002c com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/19/22, 22:46:55:546 EET] 0000002c com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0003I: The application demo updated in 1.934 seconds.
[1/19/22, 22:46:55:572 EET] 00000029 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:47:16:901 EET] 0000002e com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Web application removed (default_host): http://localhost:9080/
[1/19/22, 22:47:16:907 EET] 0000002e com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: The application demo has stopped successfully.
[1/19/22, 22:47:16:913 EET] 0000002e com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application demo.
[1/19/22, 22:47:16:913 EET] 0000002e bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: The demo application is using the loose application definition at the D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\apps\demo.war.xml location.
[1/19/22, 22:47:17:251 EET] 00000074 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:47:18:301 EET] 0000002e io.openliberty.microprofile.openapi20.ApplicationProcessor   I CWWKO1660I: The application demo was processed and an OpenAPI document was produced.
[1/19/22, 22:47:18:958 EET] 0000002e com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: demo.
[1/19/22, 22:47:18:958 EET] 0000002e com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module demo has been bound to default_host.
[1/19/22, 22:47:18:959 EET] 0000002e com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9080/
[1/19/22, 22:47:18:959 EET] 0000002c com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/
[1/19/22, 22:47:18:960 EET] 0000002c com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/19/22, 22:47:18:984 EET] 0000002c com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0003I: The application demo updated in 2.071 seconds.
[1/19/22, 22:47:19:183 EET] 0000006b com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:47:39:310 EET] 00000071 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Web application removed (default_host): http://localhost:9080/
[1/19/22, 22:47:39:369 EET] 00000071 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: The application demo has stopped successfully.
[1/19/22, 22:47:39:385 EET] 00000071 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application demo.
[1/19/22, 22:47:39:385 EET] 00000071 bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: The demo application is using the loose application definition at the D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\apps\demo.war.xml location.
[1/19/22, 22:47:39:468 EET] 00000029 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:47:42:139 EET] 00000071 io.openliberty.microprofile.openapi20.ApplicationProcessor   I CWWKO1660I: The application demo was processed and an OpenAPI document was produced.
[1/19/22, 22:47:43:846 EET] 00000071 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: demo.
[1/19/22, 22:47:43:846 EET] 00000071 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module demo has been bound to default_host.
[1/19/22, 22:47:43:846 EET] 00000071 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9080/
[1/19/22, 22:47:43:847 EET] 00000062 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/
[1/19/22, 22:47:43:848 EET] 00000062 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/19/22, 22:47:43:892 EET] 00000062 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0003I: The application demo updated in 4.507 seconds.
[1/19/22, 22:47:43:919 EET] 00000071 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:49:09:000 EET] 0000006c com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Web application removed (default_host): http://localhost:9080/
[1/19/22, 22:49:09:007 EET] 0000006c com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: The application demo has stopped successfully.
[1/19/22, 22:49:09:023 EET] 0000006c com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application demo.
[1/19/22, 22:49:09:024 EET] 0000006c bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: The demo application is using the loose application definition at the D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\apps\demo.war.xml location.
[1/19/22, 22:49:09:078 EET] 0000002e com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:49:10:217 EET] 0000006c io.openliberty.microprofile.openapi20.ApplicationProcessor   I CWWKO1660I: The application demo was processed and an OpenAPI document was produced.
[1/19/22, 22:49:10:721 EET] 0000006c com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: demo.
[1/19/22, 22:49:10:721 EET] 0000006c com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module demo has been bound to default_host.
[1/19/22, 22:49:10:721 EET] 0000006c com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9080/
[1/19/22, 22:49:10:722 EET] 00000066 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/
[1/19/22, 22:49:10:723 EET] 00000066 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/19/22, 22:49:10:742 EET] 00000066 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0003I: The application demo updated in 1.719 seconds.
[1/19/22, 22:49:10:798 EET] 00000067 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:50:08:196 EET] 00000057 .apache.cxf.cxf.core.3.2:1.0.60.cl220120220103-1900(id=103)] I Setting the server's publish address to be /data/
[1/19/22, 22:50:08:244 EET] 00000057 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [demo] [/] [com.example.demo.DemoRestApplication]: Initialization successful.
[1/19/22, 22:50:08:931 EET] 00000057 io.jaegertracing.Configuration                               I Initialized tracer=JaegerTracer(version=Java-1.5.0, serviceName=demo, reporter=RemoteReporter(sender=UdpSender(host=localhost, port=6831), closeEnqueueTimeout=1000), sampler=RemoteControlledSampler(maxOperations=2000, manager=HttpSamplingManager(hostPort=localhost:5778), sampler=ProbabilisticSampler(tags={sampler.type=probabilistic, sampler.param=0.001})), tags={hostname=DESKTOP-EQQIBCR, jaeger.version=Java-1.5.0, ip=192.168.1.23}, zipkinSharedRpcSpan=false, expandExceptionLogs=false, useTraceId128Bit=false)
[1/19/22, 22:50:08:947 EET] 00000057 m.ibm.ws.microprofile.opentracing.jaeger.JaegerTracerFactory I CWMOT1001I: A JaegerTracer instance was created for the demo application.  Tracing information is sent to localhost:6831.
[1/19/22, 22:50:09:347 EET] 00000057 SystemOut                                                    O Formular de Consimtamant.pdf
[1/19/22, 22:50:09:347 EET] 00000057 SystemOut                                                    O GDPR SCPA.pdf
[1/19/22, 22:50:09:347 EET] 00000057 SystemOut                                                    O buletin-580x414.png
[1/19/22, 22:50:09:348 EET] 00000057 SystemOut                                                    O hw2 (2).pdf
[1/19/22, 22:50:09:348 EET] 00000057 SystemOut                                                    O MP_FII-ISS-SD2_20_22_19.01.2022.pdf
[1/19/22, 22:54:40:441 EET] 0000007b com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Web application removed (default_host): http://localhost:9080/
[1/19/22, 22:54:40:451 EET] 0000007b com.ibm.ws.webcontainer.servlet                              I SRVE0253I: [demo] [/] [com.example.demo.DemoRestApplication]: Destroy successful.
[1/19/22, 22:54:40:470 EET] 0000007b com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: The application demo has stopped successfully.
[1/19/22, 22:54:40:555 EET] 0000007b com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application demo.
[1/19/22, 22:54:40:555 EET] 0000007b bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: The demo application is using the loose application definition at the D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\apps\demo.war.xml location.
[1/19/22, 22:54:40:611 EET] 00000066 com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:54:42:666 EET] 0000007b io.openliberty.microprofile.openapi20.ApplicationProcessor   I CWWKO1660I: The application demo was processed and an OpenAPI document was produced.
[1/19/22, 22:54:43:681 EET] 0000007b com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: demo.
[1/19/22, 22:54:43:681 EET] 0000007b com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module demo has been bound to default_host.
[1/19/22, 22:54:43:681 EET] 0000007b com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9080/
[1/19/22, 22:54:43:682 EET] 00000071 com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/
[1/19/22, 22:54:43:683 EET] 00000071 com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/19/22, 22:54:43:743 EET] 00000071 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0003I: The application demo updated in 3.188 seconds.
[1/19/22, 22:54:43:845 EET] 0000007b com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:55:13:520 EET] 00000067 .apache.cxf.cxf.core.3.2:1.0.60.cl220120220103-1900(id=103)] I Setting the server's publish address to be /data/
[1/19/22, 22:55:13:525 EET] 00000067 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [demo] [/] [com.example.demo.DemoRestApplication]: Initialization successful.
[1/19/22, 22:55:13:744 EET] 00000067 io.jaegertracing.Configuration                               I Initialized tracer=JaegerTracer(version=Java-1.5.0, serviceName=demo, reporter=RemoteReporter(sender=UdpSender(host=localhost, port=6831), closeEnqueueTimeout=1000), sampler=RemoteControlledSampler(maxOperations=2000, manager=HttpSamplingManager(hostPort=localhost:5778), sampler=ProbabilisticSampler(tags={sampler.type=probabilistic, sampler.param=0.001})), tags={hostname=DESKTOP-EQQIBCR, jaeger.version=Java-1.5.0, ip=192.168.1.23}, zipkinSharedRpcSpan=false, expandExceptionLogs=false, useTraceId128Bit=false)
[1/19/22, 22:55:13:744 EET] 00000067 m.ibm.ws.microprofile.opentracing.jaeger.JaegerTracerFactory I CWMOT1001I: A JaegerTracer instance was created for the demo application.  Tracing information is sent to localhost:6831.
[1/19/22, 22:55:14:263 EET] 00000067 SystemOut                                                    O Formular de Consimtamant.pdf
[1/19/22, 22:55:14:263 EET] 00000067 SystemOut                                                    O GDPR SCPA.pdf
[1/19/22, 22:55:14:263 EET] 00000067 SystemOut                                                    O buletin-580x414.png
[1/19/22, 22:55:14:263 EET] 00000067 SystemOut                                                    O hw2 (2).pdf
[1/19/22, 22:55:14:263 EET] 00000067 SystemOut                                                    O MP_FII-ISS-SD2_20_22_19.01.2022.pdf
[1/19/22, 23:01:17:086 EET] 00000066 com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
