********************************************************************************
product = Open Liberty 22.0.0.1 (wlp-1.0.60.cl220120220103-1900)
wlp.install.dir = D:/Facultate/Java/demo/target/liberty/wlp/
java.home = C:\Program Files\Java\jdk-17.0.1
java.version = 17.0.1
java.runtime = Java(TM) SE Runtime Environment (17.0.1+12-LTS-39)
os = Windows 10 (10.0; amd64) (en_US)
process = 4620@DESKTOP-EQQIBCR
********************************************************************************
[1/19/22, 22:31:26:210 EET] 0000002a io.openliberty.microprofile.openapi20.ApplicationProcessor   I CWWKO1660I: The application demo was processed and an OpenAPI document was produced.
[1/19/22, 22:31:26:237 EET] 0000002a org.jboss.weld.Version                                       I WELD-000900: 3.1.8 (Final)
[1/19/22, 22:31:28:689 EET] 0000002a com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: demo.
[1/19/22, 22:31:28:689 EET] 0000002a com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module demo has been bound to default_host.
[1/19/22, 22:31:28:689 EET] 0000002a com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9080/
[1/19/22, 22:31:28:700 EET] 0000002e com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/
[1/19/22, 22:31:28:701 EET] 0000002e com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/19/22, 22:31:28:758 EET] 0000003a com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:31:28:797 EET] 0000002e com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0001I: Application demo started in 5.574 seconds.
[1/19/22, 22:31:28:821 EET] 00000026 com.ibm.ws.tcpchannel.internal.TCPPort                       I CWWKO0219I: TCP Channel defaultHttpEndpoint has been started and is now listening for requests on host kubernetes.docker.internal  (IPv4: 127.0.0.1) port 9080.
[1/19/22, 22:31:28:836 EET] 00000026 com.ibm.ws.tcpchannel.internal.TCPPort                       I CWWKO0219I: TCP Channel defaultHttpEndpoint-ssl has been started and is now listening for requests on host kubernetes.docker.internal  (IPv4: 127.0.0.1) port 9443.
[1/19/22, 22:31:28:862 EET] 00000026 com.ibm.ws.kernel.feature.internal.FeatureManager            A CWWKF0012I: The server installed the following features: [appSecurity-3.0, cdi-2.0, distributedMap-1.0, el-3.0, jaxrs-2.1, jaxrsClient-2.1, jndi-1.0, json-1.0, jsonb-1.0, jsonp-1.1, jwt-1.0, microProfile-4.0, monitor-1.0, mpConfig-2.0, mpFaultTolerance-3.0, mpHealth-3.0, mpJwt-1.2, mpMetrics-3.0, mpOpenAPI-2.0, mpOpenTracing-2.0, mpRestClient-2.0, opentracing-2.0, servlet-4.0, ssl-1.0].
[1/19/22, 22:31:28:862 EET] 00000026 com.ibm.ws.kernel.feature.internal.FeatureManager            I CWWKF0008I: Feature update completed in 10.022 seconds.
[1/19/22, 22:31:28:863 EET] 00000026 com.ibm.ws.kernel.feature.internal.FeatureManager            A CWWKF0011I: The demo server is ready to run a smarter planet. The demo server started in 11.870 seconds.
[1/19/22, 22:31:29:090 EET] 00000038 com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:29:113 EET] 00000033 com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:29:135 EET] 0000002c com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:29:240 EET] 00000039 com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:29:241 EET] 00000037 com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:29:285 EET] 0000002d com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:29:285 EET] 00000029 com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:29:345 EET] 0000002e com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:29:399 EET] 00000026 com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:29:406 EET] 00000026 com.ibm.ws.webcontainer.extension                            W SRVE0190E: File not found: /favicon.ico
[1/19/22, 22:31:29:574 EET] 00000028 com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:29:614 EET] 0000002c com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
